"search-number","evaluation","population*","mean-strength*","stddev-strength*","egg-laying-radius*","expected-egg-quantity*","inherit-parent-strength*","fitness","num-replicates","best-fitness-so-far"
"6","260","20","57","8","4","10","false","57.27913293976784","10","91.84521467988021"
"6","270","40","54","5","7","3","true","63.51083860617946","10","91.84521467988021"
"6","280","24","54","8","4","6","false","54.472676595836994","10","91.84521467988021"
"6","290","36","50","5","5","10","true","62.889434375031804","10","91.84521467988021"
"6","300","32","57","10","7","8","false","57.86754155901143","10","91.84521467988021"
"6","310","36","59","10","8","9","true","90.57985281032461","10","91.84521467988021"
"6","320","40","57","5","5","10","true","68.73558088286075","10","91.84521467988021"
"6","330","20","51","10","9","6","false","51.76542519563261","10","91.84521467988021"
"6","340","28","54","5","4","5","false","54.185334368777546","10","91.84521467988021"
"6","350","32","50","6","4","4","true","62.60100544772449","10","91.84521467988021"
"6","360","28","50","6","7","4","true","64.71318874123685","10","91.84521467988021"
"6","370","20","50","5","6","6","true","60.08037488345944","10","91.84521467988021"
"6","380","24","50","5","8","6","true","61.26653683809782","10","91.84521467988021"
"6","390","32","59","9","5","10","true","90.22683248272287","10","91.84521467988021"
"6","400","24","50","7","7","3","true","65.44434186450547","10","91.84521467988021"
"6","410","40","54","9","4","9","false","54.7680224258515","10","91.84521467988021"
"6","420","40","55","8","5","4","false","55.723455373967","10","91.84521467988021"
"6","430","32","54","5","8","4","false","54.46800234182236","10","91.84521467988021"
"6","440","36","57","8","4","9","true","80.08822110510721","10","91.84521467988021"
"6","450","28","56","7","7","10","true","75.06631399037278","10","91.84521467988021"
"6","460","32","58","7","8","10","true","77.0662776419367","10","91.84521467988021"
"6","470","32","57","9","7","6","false","57.929081479527966","10","91.84521467988021"
"6","480","20","56","10","7","4","true","82.530256256281","10","91.84521467988021"
"6","490","28","50","8","7","8","true","75.63769296144736","10","91.84521467988021"
"6","500","32","58","8","4","4","false","58.79536720842418","10","91.84521467988021"
"7","10","20","57","5","7","7","false","57.13209857196476","10","57.13209857196476"
"7","20","40","59","5","7","5","true","70.54049990976155","10","70.54049990976155"
"7","30","24","52","8","9","7","false","52.69982912432166","10","70.54049990976155"
"7","40","20","55","9","8","5","false","55.40129194242013","10","70.54049990976155"
"7","50","36","58","5","9","10","true","70.68513406213211","10","70.68513406213211"
"7","60","40","50","7","4","10","false","50.27287130875323","10","70.68513406213211"
"7","70","32","57","8","8","10","false","57.28743989219015","10","70.68513406213211"
"7","80","24","50","5","9","8","false","50.19940354148357","10","70.68513406213211"
"7","90","32","52","7","5","9","false","52.3328133976466","10","70.68513406213211"
"7","100","36","54","10","4","7","false","54.78855213977873","10","70.68513406213211"
"7","110","32","50","10","9","4","false","50.77935805716386","10","70.68513406213211"
"7","120","32","58","5","6","5","false","58.21652472532692","10","70.68513406213211"
"7","130","28","56","5","5","8","true","68.49358751182788","10","70.68513406213211"
"7","140","28","53","8","7","4","false","53.67810576233003","10","70.68513406213211"
"7","150","40","56","5","4","7","true","65.54552170742224","10","70.68513406213211"
"7","160","36","57","6","7","6","true","72.5195112886967","10","72.5195112886967"
"7","170","36","56","6","9","3","false","56.609913301859976","10","72.5195112886967"
"7","180","32","55","8","9","7","true","77.34140914785009","10","77.34140914785009"
"7","190","32","56","8","7","4","true","76.65060127788136","10","77.34140914785009"
"7","200","20","54","8","7","4","false","54.59030068327287","10","77.34140914785009"
"7","210","20","50","8","5","6","true","73.23791419046759","10","77.34140914785009"
"7","220","32","52","8","8","10","false","52.534070692972776","10","77.34140914785009"
"7","230","20","58","8","9","4","true","78.61135596096403","10","78.61135596096403"
"7","240","40","57","8","4","6","true","80.14038049957476","10","80.14038049957476"
"7","250","28","54","5","7","8","true","68.42479300387306","10","80.14038049957476"
"7","260","32","50","6","8","5","false","50.218502726240715","10","80.14038049957476"
"7","270","40","59","8","4","9","true","85.24255791564637","10","85.24255791564637"
"7","280","40","54","9","5","9","true","80.27550030503247","10","85.24255791564637"
"7","290","24","54","6","6","6","false","54.44785689255129","10","85.24255791564637"
"7","300","32","55","10","8","3","true","82.16727827552373","10","85.24255791564637"
"7","310","24","59","7","7","7","false","59.42011399176937","10","85.24255791564637"
"7","320","32","57","7","4","7","true","76.95973595988904","10","85.24255791564637"
"7","330","40","60","5","6","3","true","66.00191649934153","10","85.24255791564637"
"7","340","32","54","10","7","8","true","89.09485060388369","10","89.09485060388369"
"7","350","32","59","5","4","8","true","70.73433749973302","10","89.09485060388369"
"7","360","32","57","7","4","9","true","75.07452266246092","10","89.09485060388369"
"7","370","20","56","9","8","7","false","56.51563141501672","10","89.09485060388369"
"7","380","20","53","10","6","9","true","85.80131656896118","10","89.09485060388369"
"7","390","20","58","6","7","9","false","58.28794080297172","10","89.09485060388369"
"7","400","40","57","10","9","3","true","81.1962470595323","10","89.09485060388369"
"7","410","40","57","6","4","4","true","69.50026012127717","10","89.09485060388369"
"7","420","40","50","5","9","5","false","50.30224152991003","10","89.09485060388369"
"7","430","32","52","9","8","4","true","79.21597780062159","10","89.09485060388369"
"7","440","20","59","10","4","10","true","88.55615395974728","10","89.09485060388369"
"7","450","24","60","8","7","6","true","84.20475547898657","10","89.09485060388369"
"7","460","28","60","7","4","8","true","76.23191103429096","10","89.09485060388369"
"7","470","40","53","5","9","7","true","67.15969805365907","10","89.09485060388369"
"7","480","20","54","6","7","3","true","68.9448426523471","10","89.09485060388369"
"7","490","20","51","5","4","9","false","51.14042110080349","10","89.09485060388369"
"7","500","20","52","5","9","7","true","64.29228531909274","10","89.09485060388369"
"8","10","24","52","8","4","4","true","74.19207121476761","10","74.19207121476761"
"8","20","20","57","6","7","8","true","74.63591436132","10","74.63591436132"
"8","30","32","57","5","5","10","true","69.428184836398","10","74.63591436132"
"8","40","20","52","7","4","5","true","68.76094742888446","10","74.63591436132"
"8","50","20","52","10","6","7","true","88.35095077670893","10","88.35095077670893"
"8","60","28","51","9","9","7","true","82.53649580734681","10","88.35095077670893"
"8","70","20","56","8","4","4","false","56.61208345040818","10","88.35095077670893"
"8","80","28","52","6","7","5","true","67.32573050658166","10","88.35095077670893"
"8","90","20","58","9","8","4","false","59.036636287419","10","88.35095077670893"
"8","100","32","53","6","6","8","true","69.73489720502842","10","88.35095077670893"
"8","110","20","54","10","8","6","false","54.91356657333729","10","88.35095077670893"
"8","120","20","59","6","9","4","true","70.9610798000092","10","88.35095077670893"
"8","130","40","57","9","6","3","true","79.52845776388516","10","88.35095077670893"
"8","140","32","51","7","9","10","false","51.38241671677663","10","88.35095077670893"
"8","150","40","58","7","4","3","false","58.89106377425274","10","88.35095077670893"
"8","160","24","50","5","4","4","false","49.91697732958339","10","88.35095077670893"
"8","170","20","50","5","7","9","false","50.17011385960792","10","88.35095077670893"
"8","180","24","54","5","7","9","false","54.11430583875686","10","88.35095077670893"
"8","190","40","50","8","7","3","true","69.48693660071788","10","88.35095077670893"
"8","200","32","58","10","4","9","false","58.831900373625366","10","88.35095077670893"
"8","210","24","53","5","7","5","true","65.43888895460515","10","88.35095077670893"
"8","220","24","53","8","6","9","true","77.80398487665776","10","88.35095077670893"
"8","230","28","59","6","6","5","true","71.91951625863172","10","88.35095077670893"
"8","240","20","50","6","4","10","false","50.364812051173985","10","88.35095077670893"
"8","250","32","51","10","9","9","true","88.51642763520402","10","88.51642763520402"
"8","260","20","52","8","9","6","true","73.48857691154936","10","88.51642763520402"
"8","270","28","58","10","4","10","true","87.66080105143038","10","88.51642763520402"
